,batch_num,bleu,validation_loss
0,123,0.054312109257889686,5.499862084021935
1,246,0.06545900502167917,5.202414292555589
2,369,0.06715175524795416,5.120918273925781
3,492,0.07025436140679317,5.054189828725962
4,615,0.07363069489346052,4.942568852351262
5,738,0.07423011248465872,4.87627205481896
6,861,0.07490069083590047,4.929400517390325
7,984,0.07473661106712068,4.892473954420823
8,1107,0.07907464125405951,4.894462585449219
9,1230,0.08022183469520779,4.759066655085637
10,1353,0.08118284475811065,4.750955434945913
11,1476,0.08064427967931556,4.752237466665415
12,1599,0.07974004966090016,4.82515364426833
13,1722,0.07955912769527644,4.92134534395658
14,1845,0.07872778861408655,4.914557530329778
15,1968,0.08013125225680157,4.8974894010103664
16,2091,0.08049306792274573,4.9555804912860575
17,2214,0.08166663533972186,5.008539639986479
18,2337,0.08192182423442142,5.031183682955229
19,2460,0.08496121071271853,4.924639775202825
20,2583,0.08423258483412871,5.0599811260516825
21,2706,0.08177320469308001,5.099359365609976
22,2829,0.08185548692215165,5.09412853534405
23,2952,0.08052931649022341,5.138525742750901
24,3075,0.08054423678888867,5.202345041128305
25,3198,0.08079474461157911,5.177606435922476
26,3321,0.0796393916462093,5.383395855243389
27,3444,0.0804344420347813,5.287811866173377
28,3567,0.07978019285523251,5.361432002140925
29,3690,0.07787679681109615,5.407718365009014
30,3813,0.07590746148301214,5.364407466008113
31,3936,0.07004550050625974,5.618598351111779
32,4059,0.06994367415950552,5.608865591195913
33,4182,0.06780587989535702,5.648362966684195
34,4305,0.07225450014152633,5.621299156775842
35,4428,0.06344393488655035,5.659855182354267
36,4551,0.06924600769396488,5.705657958984375
37,4674,0.07181242417575344,5.674220745380108
38,4797,0.07560222400066213,5.765432504507212
39,4920,0.07889205370556376,5.839405353252705
40,5043,0.08020251606931456,5.758084810697115
41,5166,0.07999925709938152,5.859041654146635
42,5289,0.0779413182396646,5.931496253380408
43,5412,0.07860484716016647,5.889154874361479
44,5535,0.0734465159438534,6.005398090069111
45,5658,0.0743339079063358,5.956760699932392
46,5781,0.07306263353331476,6.007946307842548
47,5904,0.0736930617510559,6.167018010066106
48,6027,0.07510786194460808,6.076597947340745
49,6150,0.0668884966085092,6.19759016770583
