,batch_num,loss,validation_loss
0,388,,4.700583237868089
1,776,,4.13492672259991
2,1164,,3.854174100435697
3,1552,,3.7605356069711537
4,1940,,3.7053331228402944
5,2328,,3.551105205829327
6,2716,,3.5750758831317606
7,3104,,3.592642857478215
8,3492,,3.611852792593149
9,3880,,3.6292026226337137
10,4268,,3.530446272629958
11,4656,,3.6640748244065504
12,5044,,3.8407980111929088
13,5432,,3.769304422231821
14,5820,,3.734552236703726
15,6208,,3.8341228778545675
16,6596,,3.812866504375751
17,6984,,3.944363520695613
18,7372,,3.8505689180814304
19,7760,,4.051546536959135
20,8148,,4.03196305495042
21,8536,,4.06601069523738
22,8924,,4.167574368990385
23,9312,,4.378895392784705
24,9700,,4.144384530874399
25,10088,,4.215536851149339
26,10476,,4.306356576772837
27,10864,,4.446445465087891
28,11252,,4.384286146897536
29,11640,,4.45549568763146
30,12028,,4.378359867976262
31,12416,,4.445528470552885
32,12804,,4.439947275015024
33,13192,,4.476724771352915
34,13580,,4.442966754619892
35,13968,,4.472705254187951
36,14356,,4.448372767521785
37,14744,,4.64430647629958
38,15132,,4.74507816021259
39,15520,,4.622418623704177
40,15908,,4.7615335904634914
41,16296,,4.6091449444110575
42,16684,,4.766014392559345
43,17072,,4.716192392202524
44,17460,,4.898655524620643
45,17848,,4.843656686636118
46,18236,,4.923375643216646
47,18624,,4.990946843073918
48,19012,,4.8463431138258715
49,19400,,4.825423900897686
50,19788,,4.966858497032752
51,20176,,5.145508986253005
52,20564,,4.996861971341646
53,20952,,5.09710458608774
54,21340,,4.904728229229267
55,21728,,5.088753333458533
56,22116,,5.0535407433143025
57,22504,,5.066155653733474
58,22892,,5.058200542743389
59,23280,,4.900267087496244
60,23668,,5.1264167198768025
61,24056,,5.1443950946514425
62,24444,,5.18837151160607
63,24832,,5.257449223445012
64,25220,,5.097454951359675
65,25608,,5.447168203500601
66,25996,,5.111177297738882
67,26384,,5.044462350698618
68,26772,,5.2210834209735575
69,27160,,5.157296400803786
70,27548,,5.229405916654146
71,27936,,5.203161973219651
72,28324,,5.440910926231971
73,28712,,5.2398857703575725
74,29100,,5.064896216759315
75,29488,,5.226231501652644
76,29876,,5.26852534367488
77,30264,,5.465738149789663
78,30652,,5.402323796198918
79,31040,,5.322674091045673
80,31428,,5.310550396259014
81,31816,,5.216302724984976
82,32204,,5.293552105243389
83,32592,,5.4261322021484375
84,32980,,5.376561678372896
85,33368,,5.287053034855769
86,33756,,5.289802551269531
87,34144,,5.534300584059495
88,34532,,5.308799743652344
89,34920,,5.416646517240084
90,35308,,5.4479827880859375
91,35696,,5.544212928185096
