,batch_num,loss,validation_loss
0,171,,5.2122069138747
1,342,,4.88338147676908
2,513,,4.4966571514423075
3,684,,4.266532897949219
4,855,,4.146892841045673
5,1026,,4.0680694580078125
6,1197,,4.006532228910006
7,1368,,4.140764383169321
8,1539,,4.058031815748948
9,1710,,4.051461733304537
10,1881,,4.007545764629658
11,2052,,4.120127164400541
12,2223,,4.106526594895583
13,2394,,4.151536501370943
14,2565,,4.122188568115234
15,2736,,4.319767291729267
16,2907,,4.242092132568359
17,3078,,4.41472420325646
18,3249,,4.359536977914663
19,3420,,4.458624326265776
20,3591,,4.568254030667818
21,3762,,4.571755042442908
22,3933,,4.577399620643029
23,4104,,4.445150522085337
24,4275,,4.520279224102314
25,4446,,4.66755617581881
26,4617,,4.731715862567608
27,4788,,4.701059781588041
28,4959,,4.793661264272837
29,5130,,4.644957028902494
30,5301,,4.697621272160457
31,5472,,4.918456444373498
32,5643,,4.85646497286283
33,5814,,5.051734337439904
34,5985,,4.833091148963342
35,6156,,4.990821251502404
36,6327,,5.106572077824519
37,6498,,5.13571284367488
38,6669,,5.151856055626502
39,6840,,5.2750373253455525
40,7011,,5.140757047213041
41,7182,,5.174571697528545
42,7353,,5.095943157489483
43,7524,,5.057890085073618
44,7695,,5.076768728402945
45,7866,,5.157962505634014
46,8037,,5.240631690392127
47,8208,,5.401704641488882
48,8379,,5.446195162259615
49,8550,,5.290827824519231
50,8721,,5.460142869215745
51,8892,,5.419066795935998
52,9063,,5.535825876089243
53,9234,,5.452738248384916
54,9405,,5.679503807654748
55,9576,,5.565466073843149
56,9747,,5.525324894831731
57,9918,,5.490503164438101
58,10089,,5.5168938269981975
59,10260,,5.465664790226863
60,10431,,5.567599369929387
61,10602,,5.600101177509014
62,10773,,5.761874859149639
63,10944,,5.627270038311298
64,11115,,5.653426537146935
65,11286,,5.648370009202224
66,11457,,5.78023176926833
67,11628,,5.597956143892729
68,11799,,5.71154550405649
69,11970,,5.698232797475962
70,12141,,5.7233417217548075
71,12312,,5.999644352839543
72,12483,,5.832620474008413
73,12654,,5.78529768723708
74,12825,,5.709344130295974
75,12996,,5.888735844538762
76,13167,,5.984393193171575
77,13338,,6.023375291090745
78,13509,,5.864156282865084
79,13680,,5.894510709322416
80,13851,,6.01676530104417
81,14022,,5.832834683931791
82,14193,,5.963433485764724
83,14364,,5.977868300217849
84,14535,,5.8901813213641825
85,14706,,5.880576500525842
86,14877,,6.100287217360276
87,15048,,6.33753673846905
88,15219,,5.998972966120793
89,15390,,5.914440448467548
90,15561,,6.068834158090445
91,15732,,5.991534893329327
92,15903,,6.1291374793419475
93,16074,,6.309792151817908
94,16245,,6.185891371506911
95,16416,,6.11509293776292
96,16587,,6.09091303898738
97,16758,,6.078467735877404
98,16929,,5.956942631648137
99,17100,,6.2282233605018025
100,17271,,6.246966435359075
101,17442,,6.076400169959435
102,17613,,6.176175631009615
103,17784,,6.152725806603065
104,17955,,6.021172156700721
105,18126,,6.116445101224459
106,18297,,6.148672250600962
107,18468,,6.226156381460337
108,18639,,6.077525212214543
109,18810,,6.19166271503155
110,18981,,6.363949115459736
111,19152,,6.26919438288762
112,19323,,6.380260174091045
113,19494,,6.116629380446214
114,19665,,6.24937262901893
115,19836,,6.026311434232271
116,20007,,6.224727924053486
117,20178,,6.120465205265925
118,20349,,6.139114966759315
119,20520,,6.173210144042969
120,20691,,6.212047283466045
121,20862,,6.259430518517127
122,21033,,6.2127826397235575
123,21204,,6.451695368840144
124,21375,,6.194795461801382
125,21546,,6.341876103327825
126,21717,,6.213370103102464
127,21888,,6.218958928034856
128,22059,,6.388775165264423
129,22230,,6.267190199631911
130,22401,,6.3015876183143025
131,22572,,6.492447486290565
132,22743,,6.228452829214243
133,22914,,6.438663189227764
134,23085,,6.49319340632512
135,23256,,6.298712510329026
