,batch_num,loss,validation_loss
136,23427,,6.475857074444111
137,23598,,6.3875908484825725
138,23769,,6.356873145470252
139,23940,,6.445060143103967
140,24111,,6.400240384615385
141,24282,,6.387539790226863
142,24453,,6.398216247558594
143,24624,,6.4851813683143025
144,24795,,6.4298271766075725
145,24966,,6.112896259014423
146,25137,,6.446199857271635
147,25308,,6.339996924767127
148,25479,,6.671502333420974
149,25650,,6.2766547569861775
150,25821,,6.42683351956881
151,25992,,6.357631976787861
152,26163,,6.5828123826247
153,26334,,6.359066302959736
154,26505,,6.558580251840445
155,26676,,6.526298522949219
156,26847,,6.375691340519832
157,27018,,6.41256596491887
158,27189,,6.298167302058293
159,27360,,6.35911618746244
160,27531,,6.42527594933143
161,27702,,6.55330071082482
162,27873,,6.478598961463342
163,28044,,6.496577923114483
164,28215,,6.442293020395132
165,28386,,6.52920649601863
166,28557,,6.181893568772536
167,28728,,6.391115041879507
168,28899,,6.624001136192908
169,29070,,6.349587660569411
170,29241,,6.633274371807392
171,29412,,6.218053377591646
172,29583,,6.476034898024339
173,29754,,6.5548260028545675
174,29925,,6.394435002253606
175,30096,,6.591903099646935
176,30267,,6.570978017953726
177,30438,,6.413759084848257
178,30609,,6.242994455190805
179,30780,,6.540837801419771
180,30951,,6.493137066180889
181,31122,,6.558258643517127
182,31293,,6.708196786733774
183,31464,,6.379600524902344
184,31635,,6.314109215369592
185,31806,,6.413546635554387
186,31977,,6.779129615196815
187,32148,,6.5585174560546875
188,32319,,6.577661954439604
189,32490,,6.58315922663762
190,32661,,6.5209197998046875
191,32832,,6.66668935922476
192,33003,,6.515748244065505
193,33174,,6.639444204477163
194,33345,,6.556163494403545
195,33516,,6.569073603703425
196,33687,,6.63968012883113
197,33858,,6.645839397723858
198,34029,,6.599005479079026
199,34200,,6.47955557016226
