,batch_num,loss,validation_loss
0,98,,6.176962632399339
1,196,,5.30997819166917
2,294,,5.0710003192608175
3,392,,4.958730844350962
4,490,,4.872635768010066
5,588,,4.719167856069712
6,686,,4.7420513446514425
7,784,,4.537255507249099
8,882,,4.513259007380559
9,980,,4.5171039287860575
10,1078,,4.524342463566707
11,1176,,4.5471810560960035
12,1274,,4.532249744121845
13,1372,,4.456838754507212
14,1470,,4.504267179048979
15,1568,,4.488508077768179
16,1666,,4.537056262676533
17,1764,,4.66400880080003
18,1862,,4.715096106896033
19,1960,,4.628743098332332
20,2058,,4.549992194542518
21,2156,,4.624478853665865
22,2254,,4.67401123046875
23,2352,,4.692813873291016
24,2450,,4.770510453444261
25,2548,,4.692921271690955
26,2646,,4.817819155179537
27,2744,,4.865810687725361
28,2842,,4.8960873530461235
29,2940,,4.939972510704627
30,3038,,4.938934326171875
31,3136,,5.098675654484675
32,3234,,5.129964388333834
33,3332,,5.1150635939378
34,3430,,5.1656670203575725
35,3528,,5.191159174992488
36,3626,,5.167064960186298
37,3724,,5.139578012319712
38,3822,,5.191230773925781
39,3920,,5.19975339449369
40,4018,,5.445120591383714
41,4116,,5.387401874248798
42,4214,,5.4670844444861775
43,4312,,5.6122894287109375
44,4410,,5.511570270244892
45,4508,,5.641424325796274
46,4606,,5.6336540809044475
47,4704,,5.6322197547325725
48,4802,,5.640009366548979
49,4900,,5.681820209209736
50,4998,,5.798135023850661
51,5096,,5.8941163283128
52,5194,,5.79471940260667
53,5292,,5.90128913292518
54,5390,,6.098334092360276
55,5488,,5.982623173640325
56,5586,,6.055058405949519
57,5684,,5.988867539625901
58,5782,,6.044117267315205
59,5880,,5.993899418757512
60,5978,,5.94917238675631
61,6076,,5.98594724214994
62,6174,,6.194068908691406
63,6272,,6.361549964317908
64,6370,,6.2384819617638225
65,6468,,6.234623835637019
66,6566,,6.106448833759014
67,6664,,6.191716707669771
68,6762,,6.168313833383413
69,6860,,6.55766355074369
70,6958,,6.337163485013521
71,7056,,6.423105093149038
72,7154,,6.347864004281851
73,7252,,6.241031353290264
74,7350,,6.308389516977163
75,7448,,6.379782456618089
76,7546,,6.549661489633413
77,7644,,6.416497450608474
78,7742,,6.324893071101262
79,7840,,6.429442185621995
80,7938,,6.568759624774639
81,8036,,6.632782569298377
82,8134,,6.586368267352764
83,8232,,6.540169935960036
84,8330,,6.524768535907452
85,8428,,6.593534616323618
86,8526,,6.702352670522837
87,8624,,6.585879986102764
88,8722,,6.78094482421875
89,8820,,6.553805424616887
90,8918,,6.795226463904748
91,9016,,6.726781991811899
92,9114,,6.79175039438101
93,9212,,6.770848787747896
94,9310,,6.73210202730619
95,9408,,6.6413087111253
96,9506,,6.844662006084736
97,9604,,6.870013897235577
98,9702,,6.71062997671274
99,9800,,6.782623877892127
100,9898,,6.89035151554988
101,9996,,7.01373525766226
102,10094,,6.9392864520733175
103,10192,,6.76597888653095
104,10290,,6.829558739295373
105,10388,,6.89410635141226
106,10486,,6.86021012526292
107,10584,,6.805894704965445
108,10682,,6.929109426645132
109,10780,,6.82151383620042
110,10878,,7.0117973914513225
111,10976,,6.989555358886719
112,11074,,6.870953486515925
113,11172,,6.714089613694411
114,11270,,6.829030550443209
115,11368,,6.966431837815505
116,11466,,6.975257873535156
117,11564,,6.8983025184044475
118,11662,,7.02221914438101
119,11760,,6.981223473182092
120,11858,,6.914517329289363
121,11956,,7.105610774113582
122,12054,,6.9031829833984375
123,12152,,6.910795358511118
124,12250,,7.114401010366587
125,12348,,6.9076972374549275
126,12446,,6.863697345440205
127,12544,,6.881928077110877
128,12642,,6.675469031700721
129,12740,,6.972656836876502
130,12838,,7.00546147273137
131,12936,,6.855295621431791
132,13034,,6.911590576171875
133,13132,,6.910364004281851
134,13230,,6.9694695105919475
135,13328,,7.1149421105018025
136,13426,,7.175675025353065
137,13524,,7.095425532414363
138,13622,,7.03901848426232
139,13720,,6.962857173039363
140,13818,,6.9058708777794475
141,13916,,6.992941636305589
142,14014,,7.18408437875601
143,14112,,7.2108283409705525
144,14210,,7.115062420184795
145,14308,,7.0482940673828125
146,14406,,7.162222642164964
147,14504,,7.193337073692908
148,14602,,7.206739572378305
149,14700,,6.8555426964393025
150,14798,,7.167793860802283
151,14896,,6.893547058105469
152,14994,,6.970545842097356
153,15092,,7.095411447378305
154,15190,,7.120508634127104
155,15288,,7.104344294621394
156,15386,,7.123012249286358
157,15484,,7.093082721416767
158,15582,,7.079404977651743
159,15680,,7.117970980130709
160,15778,,7.115994380070613
161,15876,,7.098325876089243
162,15974,,7.060242872971755
163,16072,,7.199549748347356
164,16170,,6.972417391263521
165,16268,,7.0642218956580525
166,16366,,7.273317190317007
167,16464,,7.063836317795974
168,16562,,7.133017319899339
169,16660,,7.130177424504207
170,16758,,7.291338993952825
171,16856,,7.03660172682542
172,16954,,6.9651935283954325
173,17052,,7.132288419283354
174,17150,,7.359902601975661
175,17248,,7.374582143930288
176,17346,,7.136406531700721
177,17444,,7.374661959134615
178,17542,,6.988202021672175
179,17640,,7.284757760854868
180,17738,,7.259465144230769
181,17836,,7.164416973407452
182,17934,,7.283268855168269
183,18032,,7.17048586331881
184,18130,,7.28242903489333
185,18228,,7.382321284367488
186,18326,,7.193368178147536
187,18424,,7.380362877478967
188,18522,,7.326685978816106
189,18620,,7.391849224384014
190,18718,,7.323716970590445
191,18816,,7.3477348914513225
192,18914,,7.179745600773738
193,19012,,7.2124469463641825
194,19110,,7.318319467397837
195,19208,,7.158780611478365
196,19306,,7.267108036921575
197,19404,,7.117470374474158
198,19502,,7.10550044133113
199,19600,,7.374842130220854
