,batch_num,bleu,validation_loss
0,776,0.03767071175272631,5.659797668457031
1,1552,0.04121898985786126,5.609313011169434
2,2328,0.04754643311551232,5.493028163909912
3,3104,0.057986688778454934,5.4294657707214355
4,3880,0.06767042945855804,5.265512466430664
5,4656,0.07670331910140604,5.08342981338501
6,5432,0.07580223033575526,5.0129547119140625
7,6208,0.07702374360016415,5.004366397857666
8,6984,0.07911101072666474,4.94146728515625
9,7760,0.08272155242975118,4.891826152801514
10,8536,0.08532532279202698,4.749202728271484
11,9312,0.08733916103117809,4.7451252937316895
12,10088,0.0899293820606927,4.724109649658203
13,10864,0.09215173936482529,4.618606090545654
14,11640,0.09308206637679158,4.614258766174316
15,12416,0.09552748568867822,4.644358158111572
16,13192,0.09644489093204471,4.582329750061035
17,13968,0.0996407746300505,4.487948894500732
18,14744,0.10162033413550645,4.53061056137085
19,15520,0.10541406918762045,4.421982765197754
20,16296,0.10213917681612054,4.383493900299072
21,17072,0.10832337957112312,4.3828911781311035
22,17848,0.1123659471856926,4.293561935424805
23,18624,0.10979946771731029,4.34945011138916
24,19400,0.1123505308339614,4.208293914794922
25,20176,0.11266672452544606,4.289668083190918
26,20952,0.11046275910219444,4.299096584320068
27,21728,0.11456960612583643,4.260130405426025
28,22504,0.113676149955223,4.248312473297119
29,23280,0.11710584604315352,4.174769401550293
30,24056,0.1152098937645452,4.183416843414307
31,24832,0.11796671773623404,4.129824161529541
32,25608,0.11801374801105743,4.122262001037598
33,26384,0.11660925108642417,4.112599849700928
34,27160,0.11953930889827155,4.177773475646973
35,27936,0.11900205279719087,4.103531837463379
36,28712,0.11889255349272776,4.101706504821777
37,29488,0.11804173472346152,4.1756672859191895
38,30264,0.12080541004928744,4.117612361907959
39,31040,0.12264882378471431,4.112242221832275
40,31816,0.1256213513522323,4.058826446533203
41,32592,0.12210848987711075,4.094587802886963
42,33368,0.1270927866189689,4.060389995574951
43,34144,0.1245912320912251,4.015198707580566
44,34920,0.12633256992662992,4.024310111999512
45,35696,0.12780298743018642,4.006852626800537
46,36472,0.12490891263720327,4.045098781585693
47,37248,0.12526823916909238,4.049259185791016
48,38024,0.12568082670775588,4.020711898803711
49,38800,0.12774745710971544,3.990867853164673
50,39576,0.13336774071488922,3.945768356323242
51,40352,0.13053973500683505,3.924956798553467
52,41128,0.13142756671020955,3.9284868240356445
53,41904,0.1302234829002855,3.9539225101470947
54,42680,0.13054444421420772,4.0305376052856445
55,43456,0.13130392373144376,3.9801933765411377
56,44232,0.13429876452553874,3.9405486583709717
57,45008,0.13483854520495722,3.930995225906372
58,45784,0.13011010126109426,3.981769323348999
59,46560,0.13333433912481926,3.9340217113494873
60,47336,0.1388569426345651,3.8670380115509033
61,48112,0.13469382365549978,3.9467318058013916
62,48888,0.13360536550725435,3.9668080806732178
63,49664,0.13293794572569811,3.9416277408599854
64,50440,0.1325993226984348,3.910706043243408
65,51216,0.13877635630244442,3.809798240661621
66,51992,0.13678630868272262,3.9131321907043457
67,52768,0.1400638193597193,3.8586249351501465
68,53544,0.13847494443214803,3.8701233863830566
69,54320,0.1326918576277936,3.944957971572876
70,55096,0.13665028418400255,3.853802442550659
71,55872,0.13637705830528132,3.8569822311401367
72,56648,0.13864291931201642,3.855008602142334
73,57424,0.1373865264704619,3.8919262886047363
74,58200,0.13893945782958658,3.849846601486206
75,58976,0.13945634847940597,3.895555019378662
76,59752,0.1399127652437604,3.8537909984588623
77,60528,0.14253284450244266,3.8220272064208984
78,61304,0.1375392239642321,3.9187848567962646
79,62080,0.13788682594352086,3.8389883041381836
80,62856,0.13731841563370056,3.8985648155212402
81,63632,0.1445815554768649,3.814267158508301
82,64408,0.13808685091544193,3.893725633621216
83,65184,0.14123071492715006,3.887540578842163
84,65960,0.1413341837959922,3.884981393814087
85,66736,0.1423722149966182,3.8660879135131836
86,67512,0.13825993191700534,3.902104377746582
87,68288,0.1411436872426225,3.8552606105804443
88,69064,0.14459232117284784,3.76393985748291
89,69840,0.14249294521988357,3.822977304458618
90,70616,0.14163997865369984,3.831597089767456
91,71392,0.14197885556930637,3.817044258117676
92,72168,0.14137172376307794,3.8865184783935547
93,72944,0.14096272008608068,3.818214178085327
94,73720,0.14210317075434425,3.8208014965057373
95,74496,0.14272474386510117,3.7814390659332275
96,75272,0.14569599514389925,3.758904457092285
97,76048,0.14630983570621153,3.7392232418060303
98,76824,0.14364375004849178,3.8520500659942627
99,77600,0.14507166140021593,3.774843454360962
100,78376,0.14093414886491382,3.804473400115967
101,79152,0.14279518662614,3.804985284805298
102,79928,0.14175858087186435,3.8214614391326904
103,80704,0.14159737344816722,3.752049207687378
104,81480,0.1450178494200653,3.801671028137207
105,82256,0.14087539404955435,3.8023107051849365
106,83032,0.14472635011064397,3.7924294471740723
107,83808,0.145398862317887,3.791372299194336
108,84584,0.1455393987586082,3.810661792755127
109,85360,0.1465573969533023,3.7404983043670654
110,86136,0.14480251511669276,3.7717483043670654
111,86912,0.14723369259815733,3.7930214405059814
112,87688,0.1459845729520259,3.7344298362731934
113,88464,0.14432228122952523,3.750938653945923
114,89240,0.14316320816085573,3.8390281200408936
115,90016,0.14612945837126484,3.773751735687256
116,90792,0.14522070705692547,3.820586919784546
117,91568,0.14121475218527776,3.829497814178467
118,92344,0.14498580071739367,3.7968485355377197
119,93120,0.14526623602984548,3.7832555770874023
120,93896,0.1483897360177733,3.739804744720459
121,94672,0.1444464796458994,3.808467149734497
122,95448,0.14724377307216252,3.780348062515259
123,96224,0.1483054771275384,3.823193073272705
124,97000,0.14663692859306515,3.7907814979553223
125,97776,0.1427386241605542,3.785315752029419
126,98552,0.14759132760774116,3.704864263534546
127,99328,0.14774205603484514,3.6995275020599365
128,100104,0.14360956499844754,3.764174461364746
129,100880,0.14476475446765735,3.6998932361602783
130,101656,0.14391951468450986,3.7468035221099854
131,102432,0.14748778334923582,3.7067596912384033
132,103208,0.14538895646283342,3.744255542755127
133,103984,0.1446638089528765,3.7947821617126465
134,104760,0.143694774239578,3.8175179958343506
135,105536,0.14700720827667438,3.7583842277526855
136,106312,0.1454882432213616,3.8016533851623535
137,107088,0.14539515818822077,3.7800939083099365
138,107864,0.14513994554507406,3.7714669704437256
139,108640,0.14643581113856577,3.7699484825134277
140,109416,0.1450136339996127,3.7686567306518555
141,110192,0.14511607189823886,3.8809030055999756
142,110968,0.14648701898903305,3.7602391242980957
143,111744,0.14742327835739097,3.7420358657836914
144,112520,0.1423304597275655,3.7454636096954346
145,113296,0.14668559369828274,3.759666681289673
146,114072,0.1443227051050259,3.710387945175171
147,114848,0.1480006310032756,3.7360734939575195
148,115624,0.14107222623743904,3.7682740688323975
149,116400,0.1483697474038021,3.695466995239258
150,117176,0.14476162484180474,3.7920796871185303
151,117952,0.14847823478740668,3.749450922012329
152,118728,0.14411084450114378,3.807582378387451
153,119504,0.1459327579189535,3.7986505031585693
154,120280,0.14738745615010307,3.7379441261291504
155,121056,0.14366827736450188,3.8028736114501953
156,121832,0.1449971614197524,3.8619680404663086
157,122608,0.14837205453820768,3.7085938453674316
158,123384,0.14776599691221307,3.75978422164917
159,124160,0.14790869094991915,3.76969575881958
160,124936,0.14612691659462357,3.77647066116333
161,125712,0.14610038625141106,3.7324585914611816
162,126488,0.14751804182611813,3.741105794906616
163,127264,0.14823830795805393,3.8290932178497314
164,128040,0.14382007733410376,3.7927849292755127
165,128816,0.14854772117617265,3.7492568492889404
166,129592,0.1481953851749498,3.7111198902130127
167,130368,0.15200133639952795,3.7224087715148926
168,131144,0.14578603545919266,3.7667787075042725
169,131920,0.14886771204515042,3.722590446472168
170,132696,0.1451932170914684,3.8279473781585693
171,133472,0.14690643067509201,3.8019912242889404
172,134248,0.14622786787396494,3.8277008533477783
173,135024,0.1467152898522615,3.780395746231079
174,135800,0.1490706884051211,3.7030885219573975
175,136576,0.14539747246757276,3.813046455383301
176,137352,0.15088695820167602,3.777966260910034
177,138128,0.14531892599490795,3.799670934677124
178,138904,0.1481939015587504,3.741950273513794
179,139680,0.1454887984209976,3.7990198135375977
180,140456,0.14706589967405234,3.736166477203369
181,141232,0.14972959508785783,3.758939266204834
182,142008,0.14781240865571438,3.6954495906829834
183,142784,0.15043815382392858,3.727496385574341
184,143560,0.14471392834221827,3.7668700218200684
185,144336,0.14917334770996357,3.817304849624634
186,145112,0.1488178212865526,3.7738897800445557
187,145888,0.14633181467238637,3.76480770111084
188,146664,0.14722493174387685,3.7777514457702637
189,147440,0.14472070443937135,3.7899656295776367
190,148216,0.1488431837894015,3.7631235122680664
191,148992,0.1445321658732665,3.849454402923584
192,149768,0.1437094261405352,3.811525344848633
193,150544,0.14655653754849152,3.7953360080718994
194,151320,0.14593802933620284,3.7458205223083496
195,152096,0.14516769992471573,3.8128442764282227
196,152872,0.1489809728606577,3.774474620819092
